ocid,compiledRelease/id,compiledRelease/awards/0/id,compiledRelease/awards/0/value/amount,compiledRelease/awards/0/value/currency,compiledRelease/awards/0/value/currencyName,compiledRelease/awards/0/date
ocds-dgv273-seacev3-1243334,ocds-dgv273-seacev3-1243334-2026-09-18T10:23:20.856597-05:00,1243334-20511037001,112634.34,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1243362,ocds-dgv273-seacev3-1243362-2026-09-18T10:23:20.842077-05:00,1243362-10472154988,70500.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1245694,ocds-dgv273-seacev3-1245694-2026-09-18T10:23:20.734665-05:00,1245694-1832365,1224600.73,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1245697,ocds-dgv273-seacev3-1245697-2026-09-18T10:23:20.719909-05:00,1245697-20608438751,199000.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1245213,ocds-dgv273-seacev3-1245213-2026-09-18T10:23:20.538571-05:00,1245213-1832685,70800.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1240907,ocds-dgv273-seacev3-1240907-2026-09-18T10:23:20.472363-05:00,1240907-20606748281,237000.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1239432,ocds-dgv273-seacev3-1239432-2026-09-18T10:23:20.457078-05:00,1239432-20573029764,2127150.0,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1249342,ocds-dgv273-seacev3-1249342-2026-09-18T10:23:20.421703-05:00,1249342-1831298,1095937.91,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1243465,ocds-dgv273-seacev3-1243465-2026-09-18T10:23:20.393125-05:00,1243465-10210146348,399000.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1243761,ocds-dgv273-seacev3-1243761-2026-09-18T10:23:20.338303-05:00,1243761-20603559968,72150.0,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1238958,ocds-dgv273-seacev3-1238958-2026-09-18T10:23:20.310993-05:00,1238958-20100057523,114984.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-2026-200018-5,ocds-dgv273-seacev3-2026-200018-5-2026-09-18T10:23:20.286430-05:00,1238598-1829269,30896925.04,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1238072,ocds-dgv273-seacev3-1238072-2026-09-18T10:23:20.163049-05:00,1238072-20108629909,220000.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1244515,ocds-dgv273-seacev3-1244515-2026-09-18T10:23:20.149278-05:00,1244515-1828441,134500.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1244481,ocds-dgv273-seacev3-1244481-2026-09-18T10:23:20.099992-05:00,1244481-20390932864,78324.0,PEN,Soles,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1244962,ocds-dgv273-seacev3-1244962-2026-09-18T10:23:20.077305-05:00,1244962-20533020250,244224.0,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1243283,ocds-dgv273-seacev3-1243283-2026-09-18T10:23:20.062975-05:00,1243283-20601417449,79960.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1247472,ocds-dgv273-seacev3-1247472-2026-09-18T10:23:19.939926-05:00,1247472-20527332606,59826.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-2026-10554-15,ocds-dgv273-seacev3-2026-10554-15-2026-09-18T10:23:19.890272-05:00,1238226-1829883,3040242.25,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1244444,ocds-dgv273-seacev3-1244444-2026-09-18T10:23:19.827853-05:00,1244444-20552452314,129780.0,PEN,Soles,2026-09-14T00:00:00-05:00
ocds-dgv273-seacev3-1243014,ocds-dgv273-seacev3-1243014-2026-09-18T10:23:19.799458-05:00,1243014-20611137347,139788.8,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1242055,ocds-dgv273-seacev3-1242055-2026-09-18T10:23:19.751587-05:00,1242055-20604202842,69458.0,PEN,Soles,2026-08-26T18:30:40-05:00
ocds-dgv273-seacev3-2026-243393-25,ocds-dgv273-seacev3-2026-243393-25-2026-09-18T10:23:19.737909-05:00,1240722-20603638558,98022.6,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1243172,ocds-dgv273-seacev3-1243172-2026-09-18T10:23:19.583099-05:00,1243172-1828964,300800.0,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1245599,ocds-dgv273-seacev3-1245599-2026-09-18T10:23:19.457358-05:00,1245599-20100144922,57221.46,PEN,Soles,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1239739,ocds-dgv273-seacev3-1239739-2026-09-18T10:23:19.325704-05:00,1239739-20534428384,112000.0,PEN,Soles,2026-09-01T00:00:00-05:00
ocds-dgv273-seacev3-1245553,ocds-dgv273-seacev3-1245553-2026-09-18T10:23:19.299480-05:00,1245553-1832093,1725607.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1243783,ocds-dgv273-seacev3-1243783-2026-09-18T10:23:19.216839-05:00,1243783-1831494,755597.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1238989,ocds-dgv273-seacev3-1238989-2026-09-18T10:23:19.201157-05:00,1238989-1832297,585150.0,PEN,Soles,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1241018,ocds-dgv273-seacev3-1241018-2026-09-18T10:23:19.187475-05:00,1241018-1832111,568496.14,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1244185,ocds-dgv273-seacev3-1244185-2026-09-18T10:23:19.039756-05:00,1244185-20548155810,56700.0,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-200029-48,ocds-dgv273-seacev3-2026-200029-48-2026-09-18T10:23:18.984351-05:00,1194948-20498418920,1198080.0,PEN,Soles,2026-04-30T00:00:00-05:00
ocds-dgv273-seacev3-1239051,ocds-dgv273-seacev3-1239051-2026-09-18T10:23:18.911694-05:00,1239051-20611540800,159564.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1244585,ocds-dgv273-seacev3-1244585-2026-09-18T10:23:18.890793-05:00,1244585-20614172488,79110.0,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1243844,ocds-dgv273-seacev3-1243844-2026-09-18T10:23:18.869986-05:00,1243844-20495883486,53800.0,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-2026-30-9,ocds-dgv273-seacev3-2026-30-9-2026-09-18T10:23:18.795560-05:00,1242196-20510032684,301000.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1245381,ocds-dgv273-seacev3-1245381-2026-09-18T10:23:14.097078-05:00,1245381-20615367274,98000.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1241634,ocds-dgv273-seacev3-1241634-2026-09-18T10:23:14.029284-05:00,1241634-20606273275,54902.4,PEN,Soles,2026-08-28T00:00:00-05:00
ocds-dgv273-seacev3-1246159,ocds-dgv273-seacev3-1246159-2026-09-18T10:23:13.949501-05:00,1246159-1832359,207600.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1238760,ocds-dgv273-seacev3-1238760-2026-09-18T10:23:13.927896-05:00,1238760-20454700326,84000.0,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1241772,ocds-dgv273-seacev3-1241772-2026-09-18T10:23:13.860008-05:00,1241772-1826241,511661.64,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1248515,ocds-dgv273-seacev3-1248515-2026-09-18T10:23:13.813841-05:00,1248515-1831941,3006370.26,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1244507,ocds-dgv273-seacev3-1244507-2026-09-18T10:23:13.759101-05:00,1244507-20601607051,64539.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1240476,ocds-dgv273-seacev3-1240476-2026-09-18T10:23:13.737643-05:00,1240476-1822930,780000.0,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1238202,ocds-dgv273-seacev3-1238202-2026-09-18T10:23:13.721144-05:00,1238202-10725358496,381340.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1241599,ocds-dgv273-seacev3-1241599-2026-09-18T10:23:13.659934-05:00,1241599-20559644243,46900.0,PEN,Soles,2026-08-28T00:00:00-05:00
ocds-dgv273-seacev3-1244232,ocds-dgv273-seacev3-1244232-2026-09-18T10:23:13.600752-05:00,1244232-1830955,484000.0,PEN,Soles,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1243337,ocds-dgv273-seacev3-1243337-2026-09-18T10:23:13.455888-05:00,1243337-1827823,349804.0,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1246134,ocds-dgv273-seacev3-1246134-2026-09-18T10:23:13.414252-05:00,1246134-20607997587,69600.0,PEN,Soles,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-2026-209149-9,ocds-dgv273-seacev3-2026-209149-9-2026-09-18T10:23:13.135929-05:00,1249116-10700652454,18000.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1242362,ocds-dgv273-seacev3-1242362-2026-09-18T10:23:13.081280-05:00,1242362-20134631661,205000.0,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1244973,ocds-dgv273-seacev3-1244973-2026-09-18T10:23:13.051730-05:00,1244973-20603871911,197751.66,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1242360,ocds-dgv273-seacev3-1242360-2026-09-18T10:23:12.904049-05:00,1242360-20479579319,62442.3,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1242303,ocds-dgv273-seacev3-1242303-2026-09-18T10:23:12.635299-05:00,1242303-20572246737,64012.5,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1239216,ocds-dgv273-seacev3-1239216-2026-09-18T10:23:12.617309-05:00,1239216-20608422499,161500.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1242515,ocds-dgv273-seacev3-1242515-2026-09-18T10:23:12.399026-05:00,1242515-1830497,178543.31,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1240766,ocds-dgv273-seacev3-1240766-2026-09-18T10:23:12.156072-05:00,1240766-20560102977,590000.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1242104,ocds-dgv273-seacev3-1242104-2026-09-18T10:23:12.136013-05:00,1242104-20615470709,92900.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1238862,ocds-dgv273-seacev3-1238862-2026-09-18T10:23:12.117918-05:00,1238862-10710403657,72780.0,PEN,Soles,2026-09-01T00:00:00-05:00
ocds-dgv273-seacev3-1238686,ocds-dgv273-seacev3-1238686-2026-09-18T10:23:12.022442-05:00,1238686-1822607,1720705.74,PEN,Soles,2026-08-21T00:00:00-05:00
ocds-dgv273-seacev3-1242266,ocds-dgv273-seacev3-1242266-2026-09-18T10:23:12.007666-05:00,1242266-20603333242,297960.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1245174,ocds-dgv273-seacev3-1245174-2026-09-18T10:23:11.335251-05:00,1245174-20527344019,474582.3,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1249186,ocds-dgv273-seacev3-1249186-2026-09-18T10:23:11.302397-05:00,1249186-10005061518,46800.0,PEN,Soles,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1243349,ocds-dgv273-seacev3-1243349-2026-09-18T10:23:11.198779-05:00,1243349-20511037001,84217.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1243459,ocds-dgv273-seacev3-1243459-2026-09-18T10:23:11.104693-05:00,1243459-1824985,1533501.5,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-200190-206,ocds-dgv273-seacev3-2026-200190-206-2026-09-18T10:23:11.090223-05:00,1237504-20253541505,220000.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1244719,ocds-dgv273-seacev3-1244719-2026-09-18T10:23:11.070308-05:00,1244719-20601176107,384000.0,PEN,Soles,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1240738,ocds-dgv273-seacev3-1240738-2026-09-18T10:23:10.981958-05:00,1240738-10407866644,51812.85,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1244285,ocds-dgv273-seacev3-1244285-2026-09-18T10:23:10.862770-05:00,1244285-20612907561,298851.0,PEN,Soles,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1242211,ocds-dgv273-seacev3-1242211-2026-09-18T10:23:10.847501-05:00,1242211-1828405,1236599.99,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-1302-3,ocds-dgv273-seacev3-2026-1302-3-2026-09-18T10:23:10.829642-05:00,1239443-1823635,1024460.28,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1240383,ocds-dgv273-seacev3-1240383-2026-09-18T10:23:10.761355-05:00,1240383-20526669534,139089.38,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1238140,ocds-dgv273-seacev3-1238140-2026-09-18T10:23:10.645950-05:00,1238140-20565534875,194940.0,PEN,Soles,2026-08-24T00:00:00-05:00
ocds-dgv273-seacev3-1242621,ocds-dgv273-seacev3-1242621-2026-09-18T10:23:10.468581-05:00,1242621-20553231273,99000.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1245033,ocds-dgv273-seacev3-1245033-2026-09-18T10:23:10.321923-05:00,1245033-1829822,7295916.18,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1244174,ocds-dgv273-seacev3-1244174-2026-09-18T10:23:10.306704-05:00,1244174-20477520350,1997636.17,PEN,Soles,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1236724,ocds-dgv273-seacev3-1236724-2026-09-18T10:23:10.290305-05:00,1236724-20536570790,165000.0,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1240889,ocds-dgv273-seacev3-1240889-2026-09-18T10:23:10.275876-05:00,1240889-20559644243,128000.0,PEN,Soles,2026-08-26T00:00:00-05:00
ocds-dgv273-seacev3-1240889,ocds-dgv273-seacev3-1240889-2026-09-18T10:23:10.275876-05:00,1240889-20100241022,128000.0,PEN,Soles,2026-09-09T11:50:02-05:00
ocds-dgv273-seacev3-1244744,ocds-dgv273-seacev3-1244744-2026-09-18T10:23:10.143081-05:00,1244744-1830249,1914252.66,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1243086,ocds-dgv273-seacev3-1243086-2026-09-18T10:23:10.129515-05:00,1243086-20431995281,130000.0,PEN,Soles,2026-09-14T00:00:00-05:00
ocds-dgv273-seacev3-1238637,ocds-dgv273-seacev3-1238637-2026-09-18T10:23:10.115226-05:00,1238637-20605092943,102900.0,PEN,Soles,2026-08-14T11:34:27-05:00
ocds-dgv273-seacev3-1238637,ocds-dgv273-seacev3-1238637-2026-09-18T10:23:10.115226-05:00,1238637-20490567969,103500.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1239924,ocds-dgv273-seacev3-1239924-2026-09-18T10:23:10.092896-05:00,1239924-20609117746,233880.0,PEN,Soles,2026-09-01T00:00:00-05:00
ocds-dgv273-seacev3-1246056,ocds-dgv273-seacev3-1246056-2026-09-18T10:23:10.073786-05:00,1246056-20262996329,16308417.05,PEN,Soles,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1238545,ocds-dgv273-seacev3-1238545-2026-09-18T10:23:09.915948-05:00,1238545-20100057523,664092.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1243569,ocds-dgv273-seacev3-1243569-2026-09-18T10:23:09.903600-05:00,1243569-20613107828,125570.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1237152,ocds-dgv273-seacev3-1237152-2026-09-18T10:23:09.825218-05:00,1237152-1821138,1308847.96,PEN,Soles,2026-08-21T00:00:00-05:00
ocds-dgv273-seacev3-1242489,ocds-dgv273-seacev3-1242489-2026-09-18T10:23:09.809299-05:00,1242489-20463595004,45936.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-2026-178956-2,ocds-dgv273-seacev3-2026-178956-2-2026-09-18T10:23:09.713805-05:00,1239711-20610119736,98000.0,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1240475,ocds-dgv273-seacev3-1240475-2026-09-18T10:23:09.704378-05:00,1240475-1826545,2725908.02,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1238658,ocds-dgv273-seacev3-1238658-2026-09-18T10:23:09.588925-05:00,1238658-20602537952,81120.0,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1242999,ocds-dgv273-seacev3-1242999-2026-09-18T10:23:09.530920-05:00,1242999-20548124264,178180.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1243389,ocds-dgv273-seacev3-1243389-2026-09-18T10:23:09.465538-05:00,1243389-20610989897,156000.0,PEN,Soles,2026-09-01T11:49:06-05:00
ocds-dgv273-seacev3-1243366,ocds-dgv273-seacev3-1243366-2026-09-18T10:23:09.436403-05:00,1243366-20610782044,25000.0,PEN,Soles,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1243366,ocds-dgv273-seacev3-1243366-2026-09-18T10:23:09.436403-05:00,1243366-20611407107,19752.97,PEN,Soles,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1238505,ocds-dgv273-seacev3-1238505-2026-09-18T10:23:09.312380-05:00,1238505-20616147111,52925.0,PEN,Soles,2026-08-14T22:43:22-05:00
