ocid,compiledRelease/id,compiledRelease/awards/0/id,compiledRelease/awards/0/value/amount,compiledRelease/awards/0/value/currency,compiledRelease/awards/0/value/currencyName,compiledRelease/awards/0/date
ocds-dgv273-seacev3-1236624,ocds-dgv273-seacev3-1236624-2026-09-13T12:05:28.706947-05:00,1236624-1823427,404985.73,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1237555,ocds-dgv273-seacev3-1237555-2026-09-13T12:05:28.470480-05:00,1237555-20607886742,205256.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-2026-1027-1,ocds-dgv273-seacev3-2026-1027-1-2026-09-13T12:05:28.389220-05:00,1233665-20602097251,85913.37,PEN,Soles,2026-08-03T00:00:00-05:00
ocds-dgv273-seacev3-1237509,ocds-dgv273-seacev3-1237509-2026-09-13T12:05:28.238953-05:00,1237509-10461708892,114452.37,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1231787,ocds-dgv273-seacev3-1231787-2026-09-13T12:05:27.973947-05:00,1231787-1813855,245576.88,PEN,Soles,2026-07-30T00:00:00-05:00
ocds-dgv273-seacev3-1231523,ocds-dgv273-seacev3-1231523-2026-09-13T12:05:27.895693-05:00,1231523-20537274922,312300.0,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1233121,ocds-dgv273-seacev3-1233121-2026-09-13T12:05:27.870612-05:00,1233121-20458602132,390000.0,PEN,Soles,2026-07-24T00:00:00-05:00
ocds-dgv273-seacev3-1231045,ocds-dgv273-seacev3-1231045-2026-09-13T12:05:27.842360-05:00,1231045-1816394,308685.4,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1231680,ocds-dgv273-seacev3-1231680-2026-09-13T12:05:27.787083-05:00,1231680-20605020497,1447712.0,PEN,Soles,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-1231437,ocds-dgv273-seacev3-1231437-2026-09-13T12:05:27.771998-05:00,1231437-1812569,61000.0,PEN,Soles,2026-07-22T00:00:00-05:00
ocds-dgv273-seacev3-1231834,ocds-dgv273-seacev3-1231834-2026-09-13T12:05:27.726116-05:00,1231834-20534179571,997000.0,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1232181,ocds-dgv273-seacev3-1232181-2026-09-13T12:05:23.079415-05:00,1232181-20567181252,654750.0,PEN,Soles,2026-08-28T00:00:00-05:00
ocds-dgv273-seacev3-2026-10182-27,ocds-dgv273-seacev3-2026-10182-27-2026-09-13T12:05:22.987193-05:00,1233506-20563127229,86666.66,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1236043,ocds-dgv273-seacev3-1236043-2026-09-13T12:05:22.811948-05:00,1236043-20611606223,109000.0,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1237455,ocds-dgv273-seacev3-1237455-2026-09-13T12:05:22.601071-05:00,1237455-1824473,4677839.69,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1234282,ocds-dgv273-seacev3-1234282-2026-09-13T12:05:22.553787-05:00,1234282-20255361695,367400.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1234282,ocds-dgv273-seacev3-1234282-2026-09-13T12:05:22.553787-05:00,1234282-20471476898,2473438.11,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1234282,ocds-dgv273-seacev3-1234282-2026-09-13T12:05:22.553787-05:00,1234282-20511106762,1069385.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1234282,ocds-dgv273-seacev3-1234282-2026-09-13T12:05:22.553787-05:00,1234282-20522333051,143002.54,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1237162,ocds-dgv273-seacev3-1237162-2026-09-13T12:05:22.397229-05:00,1237162-20493368452,533796.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1237406,ocds-dgv273-seacev3-1237406-2026-09-13T12:05:22.233449-05:00,1237406-1825901,610167.24,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1236168,ocds-dgv273-seacev3-1236168-2026-09-13T12:05:22.216883-05:00,1236168-1822751,1169095.29,PEN,Soles,2026-08-20T00:00:00-05:00
ocds-dgv273-seacev3-1232154,ocds-dgv273-seacev3-1232154-2026-09-13T12:05:22.193227-05:00,1232154-20412126913,570589.0,PEN,Soles,2026-08-28T00:00:00-05:00
ocds-dgv273-seacev3-1234965,ocds-dgv273-seacev3-1234965-2026-09-13T12:05:22.141408-05:00,1234965-10304138608,134400.0,PEN,Soles,2026-07-21T00:00:00-05:00
ocds-dgv273-seacev3-1231049,ocds-dgv273-seacev3-1231049-2026-09-13T12:05:22.073645-05:00,1231049-1815770,1171695.81,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1237019,ocds-dgv273-seacev3-1237019-2026-09-13T12:05:21.873304-05:00,1237019-20611055944,13849529.5,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1234874,ocds-dgv273-seacev3-1234874-2026-09-13T12:05:21.630154-05:00,1234874-20448822304,72000.0,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1235645,ocds-dgv273-seacev3-1235645-2026-09-13T12:05:21.510755-05:00,1235645-1820952,160000.0,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1237038,ocds-dgv273-seacev3-1237038-2026-09-13T12:05:21.263996-05:00,1237038-1821426,3799967.91,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1235026,ocds-dgv273-seacev3-1235026-2026-09-13T12:05:21.216243-05:00,1235026-10081399587,136561.23,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1234951,ocds-dgv273-seacev3-1234951-2026-09-13T12:05:20.746524-05:00,1234951-1818271,273975.0,PEN,Soles,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-1235150,ocds-dgv273-seacev3-1235150-2026-09-13T12:05:20.727582-05:00,1235150-20414948163,284999.5,PEN,Soles,2026-08-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-1196-4,ocds-dgv273-seacev3-2026-1196-4-2026-09-13T12:05:20.656802-05:00,1237448-10434375270,129650.0,PEN,Soles,2026-08-21T00:00:00-05:00
ocds-dgv273-seacev3-1234457,ocds-dgv273-seacev3-1234457-2026-09-13T12:05:20.570940-05:00,1234457-10737355506,99750.0,PEN,Soles,2026-07-30T00:00:00-05:00
ocds-dgv273-seacev3-1235749,ocds-dgv273-seacev3-1235749-2026-09-13T12:05:20.551164-05:00,1235749-20600661141,428000.0,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1234412,ocds-dgv273-seacev3-1234412-2026-09-13T12:05:19.579296-05:00,1234412-20600111150,182684.0,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1248893,ocds-dgv273-seacev3-1248893-2026-09-13T12:05:19.542112-05:00,1248893-1830570,950279.25,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1237061,ocds-dgv273-seacev3-1237061-2026-09-13T12:05:19.464920-05:00,1237061-20568185880,239670.0,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1236636,ocds-dgv273-seacev3-1236636-2026-09-13T12:05:19.401819-05:00,1236636-20511037001,218929.0,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-10579-4,ocds-dgv273-seacev3-2026-10579-4-2026-09-13T12:05:19.347342-05:00,1237769-20609287803,122000.0,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-6-45,ocds-dgv273-seacev3-2026-6-45-2026-09-13T12:05:19.334609-05:00,1236960-20544843991,84000.0,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1234518,ocds-dgv273-seacev3-1234518-2026-09-13T12:05:18.835658-05:00,1234518-1825820,2096718.58,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1236786,ocds-dgv273-seacev3-1236786-2026-09-13T12:05:18.452283-05:00,1236786-20605567470,130000.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-2026-1926-123,ocds-dgv273-seacev3-2026-1926-123-2026-09-13T12:05:18.439521-05:00,1236549-20345367757,224200.0,USD,Dólar Norteamericano,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1235872,ocds-dgv273-seacev3-1235872-2026-09-13T12:05:18.425604-05:00,1235872-20600782275,119280.0,PEN,Soles,2026-08-13T00:00:00-05:00
ocds-dgv273-seacev3-1230404,ocds-dgv273-seacev3-1230404-2026-09-13T12:05:18.409791-05:00,1230404-1812955,471150.4,PEN,Soles,2026-07-21T00:00:00-05:00
ocds-dgv273-seacev3-1236373,ocds-dgv273-seacev3-1236373-2026-09-13T12:05:18.288460-05:00,1236373-20601725054,256892.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1235161,ocds-dgv273-seacev3-1235161-2026-09-13T12:05:18.195772-05:00,1235161-1824683,1470233.76,PEN,Soles,2026-08-28T00:00:00-05:00
ocds-dgv273-seacev3-2026-10246-34,ocds-dgv273-seacev3-2026-10246-34-2026-09-13T12:05:18.178595-05:00,1232290-20554345141,137919.6,PEN,Soles,2026-07-31T00:00:00-05:00
ocds-dgv273-seacev3-1232139,ocds-dgv273-seacev3-1232139-2026-09-13T12:05:18.163951-05:00,1232139-10011497824,67500.0,PEN,Soles,2026-08-03T00:00:00-05:00
ocds-dgv273-seacev3-1247067,ocds-dgv273-seacev3-1247067-2026-09-13T12:05:17.952536-05:00,1247067-10463230434,24000.0,PEN,Nuevos Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1236563,ocds-dgv273-seacev3-1236563-2026-09-13T12:05:17.900166-05:00,1236563-10296761961,201259.44,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-200276-23,ocds-dgv273-seacev3-2026-200276-23-2026-09-13T12:05:17.831741-05:00,1234749-20602362273,1311300.0,PEN,Soles,2026-08-28T00:00:00-05:00
ocds-dgv273-seacev3-1233779,ocds-dgv273-seacev3-1233779-2026-09-13T12:05:17.816550-05:00,1233779-20602493891,173364.04,PEN,Soles,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-1233841,ocds-dgv273-seacev3-1233841-2026-09-13T12:05:17.607057-05:00,1233841-20511037001,138460.0,PEN,Soles,2026-07-30T00:00:00-05:00
ocds-dgv273-seacev3-1237115,ocds-dgv273-seacev3-1237115-2026-09-13T12:05:17.486158-05:00,1237115-20556411370,208801.26,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1234055,ocds-dgv273-seacev3-1234055-2026-09-13T12:05:16.801533-05:00,1234055-20449314868,1102500.0,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-1236970,ocds-dgv273-seacev3-1236970-2026-09-13T12:05:16.630976-05:00,1236970-1819844,449406.7,PEN,Soles,2026-08-12T00:00:00-05:00
ocds-dgv273-seacev3-1234600,ocds-dgv273-seacev3-1234600-2026-09-13T12:05:16.491003-05:00,1234600-20101902740,233640.0,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1234811,ocds-dgv273-seacev3-1234811-2026-09-13T12:05:16.430400-05:00,1234811-20609645254,172000.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1237916,ocds-dgv273-seacev3-1237916-2026-09-13T12:05:16.292585-05:00,1237916-10104323249,80000.0,PEN,Soles,2026-08-05T00:00:00-05:00
ocds-dgv273-seacev3-1232026,ocds-dgv273-seacev3-1232026-2026-09-13T12:05:15.920409-05:00,1232026-20602260802,208000.0,PEN,Soles,2026-07-21T00:00:00-05:00
ocds-dgv273-seacev3-1230301,ocds-dgv273-seacev3-1230301-2026-09-13T12:05:15.787201-05:00,1230301-1812052,159799.0,PEN,Soles,2026-08-17T00:00:00-05:00
ocds-dgv273-seacev3-1233150,ocds-dgv273-seacev3-1233150-2026-09-13T12:05:11.593741-05:00,1233150-10405360972,210000.0,PEN,Soles,2026-08-17T00:00:00-05:00
ocds-dgv273-seacev3-1236506,ocds-dgv273-seacev3-1236506-2026-09-13T12:05:11.498663-05:00,1236506-1818455,212509.08,PEN,Soles,2026-08-14T00:00:00-05:00
ocds-dgv273-seacev3-1237242,ocds-dgv273-seacev3-1237242-2026-09-13T12:05:11.428812-05:00,1237242-1830403,697351.2,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1234565,ocds-dgv273-seacev3-1234565-2026-09-13T12:05:11.411075-05:00,1234565-20600908783,116400.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1233811,ocds-dgv273-seacev3-1233811-2026-09-13T12:05:11.317369-05:00,1233811-20565643496,291657.2,PEN,Soles,2026-08-03T00:00:00-05:00
ocds-dgv273-seacev3-1232252,ocds-dgv273-seacev3-1232252-2026-09-13T12:05:11.302347-05:00,1232252-1813513,65400.0,PEN,Soles,2026-08-12T00:00:00-05:00
ocds-dgv273-seacev3-2026-243393-24,ocds-dgv273-seacev3-2026-243393-24-2026-09-13T12:05:11.261740-05:00,1232975-20511772312,446789.76,PEN,Soles,2026-08-14T00:00:00-05:00
ocds-dgv273-seacev3-1232697,ocds-dgv273-seacev3-1232697-2026-09-13T12:05:11.128115-05:00,1232697-20438447092,433456.0,PEN,Soles,2026-07-24T00:00:00-05:00
ocds-dgv273-seacev3-2026-10246-36,ocds-dgv273-seacev3-2026-10246-36-2026-09-13T12:05:10.997324-05:00,1235333-10102556769,82280.0,PEN,Soles,2026-07-30T00:00:00-05:00
ocds-dgv273-seacev3-1232276,ocds-dgv273-seacev3-1232276-2026-09-13T12:05:10.723928-05:00,1232276-20605504168,59465.64,PEN,Soles,2026-07-21T00:00:00-05:00
ocds-dgv273-seacev3-1232191,ocds-dgv273-seacev3-1232191-2026-09-13T12:05:10.642173-05:00,1232191-20602544789,200025.0,PEN,Soles,2026-07-17T00:00:00-05:00
ocds-dgv273-seacev3-1232191,ocds-dgv273-seacev3-1232191-2026-09-13T12:05:10.642173-05:00,1232191-20601647771,211264.5,PEN,Soles,2026-08-25T00:00:00-05:00
ocds-dgv273-seacev3-1234064,ocds-dgv273-seacev3-1234064-2026-09-13T12:05:10.601146-05:00,1234064-1827242,256510.76,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-1232175,ocds-dgv273-seacev3-1232175-2026-09-13T12:05:10.478441-05:00,1232175-1814867,17704440.0,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1235295,ocds-dgv273-seacev3-1235295-2026-09-13T12:05:10.247348-05:00,1235295-20604240914,77952.0,PEN,Soles,2026-08-14T00:00:00-05:00
ocds-dgv273-seacev3-1231521,ocds-dgv273-seacev3-1231521-2026-09-13T12:05:10.040654-05:00,1231521-1812486,58500.0,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-200191-113,ocds-dgv273-seacev3-2026-200191-113-2026-09-13T12:05:09.934466-05:00,1235384-20253541505,380000.0,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-10356-9,ocds-dgv273-seacev3-2026-10356-9-2026-09-13T12:05:09.900678-05:00,1230679-20502797230,413000.0,PEN,Soles,2026-08-26T00:00:00-05:00
ocds-dgv273-seacev3-1237441,ocds-dgv273-seacev3-1237441-2026-09-13T12:05:09.820462-05:00,1237441-20532492051,102649.69,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-1901-35,ocds-dgv273-seacev3-2026-1901-35-2026-09-13T12:05:09.805432-05:00,1234821-20418896915,86263.86,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1232487,ocds-dgv273-seacev3-1232487-2026-09-13T12:05:09.483218-05:00,1232487-1821602,899902.34,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1234456,ocds-dgv273-seacev3-1234456-2026-09-13T12:05:09.422800-05:00,1234456-20602664164,489673.2,PEN,Soles,2026-08-14T00:00:00-05:00
ocds-dgv273-seacev3-1247299,ocds-dgv273-seacev3-1247299-2026-09-13T12:05:09.396020-05:00,1247299-10459320836,24000.0,PEN,Nuevos Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1234720,ocds-dgv273-seacev3-1234720-2026-09-13T12:05:09.342767-05:00,1234720-1823100,2417056.54,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1233791,ocds-dgv273-seacev3-1233791-2026-09-13T12:05:09.323166-05:00,1233791-20611730901,92000.0,PEN,Soles,2026-08-13T00:00:00-05:00
ocds-dgv273-seacev3-1235814,ocds-dgv273-seacev3-1235814-2026-09-13T12:05:09.236150-05:00,1235814-20613968793,275954.0,PEN,Soles,2026-08-20T00:00:00-05:00
ocds-dgv273-seacev3-1233942,ocds-dgv273-seacev3-1233942-2026-09-13T12:05:09.070983-05:00,1233942-1815781,1010257.32,PEN,Soles,2026-07-30T00:00:00-05:00
ocds-dgv273-seacev3-1236966,ocds-dgv273-seacev3-1236966-2026-09-13T12:05:08.994180-05:00,1236966-20603374062,299000.0,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1236966,ocds-dgv273-seacev3-1236966-2026-09-13T12:05:08.994180-05:00,1236966-20546561497,158800.0,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1236952,ocds-dgv273-seacev3-1236952-2026-09-13T12:05:08.874768-05:00,1236952-1829631,3765300.0,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1235109,ocds-dgv273-seacev3-1235109-2026-09-13T12:05:08.804201-05:00,1235109-1828527,86000.0,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1233437,ocds-dgv273-seacev3-1233437-2026-09-13T12:05:08.725454-05:00,1233437-20612341487,105467.0,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-1236287,ocds-dgv273-seacev3-1236287-2026-09-13T12:05:08.591698-05:00,1236287-1818957,65184.0,PEN,Soles,2026-08-13T00:00:00-05:00
ocds-dgv273-seacev3-1236287,ocds-dgv273-seacev3-1236287-2026-09-13T12:05:08.591698-05:00,1236287-20610035541,73980.0,PEN,Soles,2026-08-13T00:00:00-05:00
ocds-dgv273-seacev3-1236998,ocds-dgv273-seacev3-1236998-2026-09-13T12:05:07.760152-05:00,1236998-1829577,2416700.0,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1236845,ocds-dgv273-seacev3-1236845-2026-09-13T12:05:07.689620-05:00,1236845-20513196211,1370678.4,PEN,Soles,2026-08-26T00:00:00-05:00
ocds-dgv273-seacev3-1235358,ocds-dgv273-seacev3-1235358-2026-09-13T12:05:07.676912-05:00,1235358-20604767513,104640.0,PEN,Soles,2026-08-21T00:00:00-05:00
ocds-dgv273-seacev3-2026-2407-82,ocds-dgv273-seacev3-2026-2407-82-2026-09-13T12:05:07.517188-05:00,1236327-1823003,79999.33,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1235122,ocds-dgv273-seacev3-1235122-2026-09-13T12:05:07.439275-05:00,1235122-20412126913,450248.71,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1235054,ocds-dgv273-seacev3-1235054-2026-09-13T12:05:07.424626-05:00,1235054-20612615722,161964.0,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1234858,ocds-dgv273-seacev3-1234858-2026-09-13T12:05:07.406957-05:00,1234858-1825869,1155000.0,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1235377,ocds-dgv273-seacev3-1235377-2026-09-13T12:05:07.266322-05:00,1235377-1820965,379970.5,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1246423,ocds-dgv273-seacev3-1246423-2026-09-13T12:05:07.193633-05:00,1246423-20601166641,587459.94,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-200455-7,ocds-dgv273-seacev3-2026-200455-7-2026-09-13T12:05:07.150912-05:00,1232522-1821635,5843489.07,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1234023,ocds-dgv273-seacev3-1234023-2026-09-13T12:05:07.090429-05:00,1234023-20487317757,66000.0,PEN,Soles,2026-08-07T00:00:00-05:00
ocds-dgv273-seacev3-2026-200363-115,ocds-dgv273-seacev3-2026-200363-115-2026-09-13T12:05:06.884182-05:00,1232481-20503794692,637050.0,PEN,Soles,2026-08-03T00:00:00-05:00
ocds-dgv273-seacev3-1236704,ocds-dgv273-seacev3-1236704-2026-09-13T12:05:06.823428-05:00,1236704-20614144859,134776.51,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1234617,ocds-dgv273-seacev3-1234617-2026-09-13T12:05:06.678211-05:00,1234617-1818657,478852.38,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1237426,ocds-dgv273-seacev3-1237426-2026-09-13T12:05:06.637663-05:00,1237426-20600616235,140759.1,PEN,Soles,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-1236237,ocds-dgv273-seacev3-1236237-2026-09-13T12:05:06.538860-05:00,1236237-20512153110,92400.0,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1233508,ocds-dgv273-seacev3-1233508-2026-09-13T12:05:06.491269-05:00,1233508-20494399386,216293.0,PEN,Soles,2026-08-27T00:00:00-05:00
ocds-dgv273-seacev3-1232068,ocds-dgv273-seacev3-1232068-2026-09-13T12:05:06.377992-05:00,1232068-1828237,100800.0,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1237860,ocds-dgv273-seacev3-1237860-2026-09-13T12:05:06.281460-05:00,1237860-1820246,150000.0,PEN,Soles,2026-08-17T00:00:00-05:00
ocds-dgv273-seacev3-1234474,ocds-dgv273-seacev3-1234474-2026-09-13T12:05:06.252979-05:00,1234474-20338570041,302670.0,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1232945,ocds-dgv273-seacev3-1232945-2026-09-13T12:05:06.237196-05:00,1232945-1815860,156326.4,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-2026-1997-10,ocds-dgv273-seacev3-2026-1997-10-2026-09-13T12:05:06.188600-05:00,1234952-20418896915,24949.81,USD,Dólar Norteamericano,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1230998,ocds-dgv273-seacev3-1230998-2026-09-13T12:05:06.172302-05:00,1230998-10419149697,59999.0,PEN,Soles,2026-07-17T00:00:00-05:00
ocds-dgv273-seacev3-2026-2543-183,ocds-dgv273-seacev3-2026-2543-183-2026-09-13T12:05:06.092778-05:00,1235807-20549445439,93600.0,PEN,Nuevos Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1229982,ocds-dgv273-seacev3-1229982-2026-09-13T12:05:06.048035-05:00,1229982-20490288814,304480.0,PEN,Soles,2026-08-13T00:00:00-05:00
ocds-dgv273-seacev3-1235025,ocds-dgv273-seacev3-1235025-2026-09-13T12:05:05.999213-05:00,1235025-20559518701,6669729.14,PEN,Soles,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1235137,ocds-dgv273-seacev3-1235137-2026-09-13T12:05:05.552337-05:00,1235137-10443950856,99850.0,PEN,Soles,2026-07-31T00:00:00-05:00
ocds-dgv273-seacev3-1233697,ocds-dgv273-seacev3-1233697-2026-09-13T12:05:05.536769-05:00,1233697-1815879,349086.26,PEN,Soles,2026-07-31T00:00:00-05:00
ocds-dgv273-seacev3-1234612,ocds-dgv273-seacev3-1234612-2026-09-13T12:05:05.252223-05:00,1234612-20612799670,44160.0,PEN,Soles,2026-08-04T00:00:00-05:00
ocds-dgv273-seacev3-1233097,ocds-dgv273-seacev3-1233097-2026-09-13T12:05:05.233059-05:00,1233097-20546876722,821791.0,PEN,Soles,2026-08-21T00:00:00-05:00
ocds-dgv273-seacev3-1231099,ocds-dgv273-seacev3-1231099-2026-09-13T12:05:05.200555-05:00,1231099-10094738160,373208.0,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1231672,ocds-dgv273-seacev3-1231672-2026-09-13T12:05:05.108086-05:00,1231672-20603660944,49925.0,PEN,Soles,2026-07-20T00:00:00-05:00
ocds-dgv273-seacev3-1233657,ocds-dgv273-seacev3-1233657-2026-09-13T12:05:05.068968-05:00,1233657-20558376946,260000.0,PEN,Soles,2026-07-22T00:00:00-05:00
ocds-dgv273-seacev3-1230345,ocds-dgv273-seacev3-1230345-2026-09-13T12:05:05.053919-05:00,1230345-20507237984,93785.0,PEN,Soles,2026-08-28T00:00:00-05:00
ocds-dgv273-seacev3-2026-1899-20,ocds-dgv273-seacev3-2026-1899-20-2026-09-13T12:05:04.964187-05:00,1232800-20612943746,3555187.4,PEN,Soles,2026-08-20T00:00:00-05:00
ocds-dgv273-seacev3-2026-10420-2,ocds-dgv273-seacev3-2026-10420-2-2026-09-13T12:05:04.921241-05:00,1233022-20558243717,144231.22,PEN,Soles,2026-08-14T00:00:00-05:00
ocds-dgv273-seacev3-1232815,ocds-dgv273-seacev3-1232815-2026-09-13T12:05:04.872774-05:00,1232815-1816386,142815.3,PEN,Soles,2026-09-10T00:00:00-05:00
ocds-dgv273-seacev3-1233098,ocds-dgv273-seacev3-1233098-2026-09-13T12:05:04.832678-05:00,1233098-20603635036,256500.0,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1231685,ocds-dgv273-seacev3-1231685-2026-09-13T12:05:04.740792-05:00,1231685-1817769,1963497.96,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-1231643,ocds-dgv273-seacev3-1231643-2026-09-13T12:05:04.724248-05:00,1231643-20607859192,353012.0,PEN,Soles,2026-08-04T00:00:00-05:00
ocds-dgv273-seacev3-1231335,ocds-dgv273-seacev3-1231335-2026-09-13T12:05:04.708760-05:00,1231335-20607832405,147000.0,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1229990,ocds-dgv273-seacev3-1229990-2026-09-13T12:05:04.699668-05:00,1229990-1812600,422077.01,PEN,Soles,2026-07-31T00:00:00-05:00
ocds-dgv273-seacev3-1232227,ocds-dgv273-seacev3-1232227-2026-09-13T12:05:04.630185-05:00,1232227-20100287791,330000.0,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-1232227,ocds-dgv273-seacev3-1232227-2026-09-13T12:05:04.630185-05:00,1232227-20347268683,486000.0,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-1232227,ocds-dgv273-seacev3-1232227-2026-09-13T12:05:04.630185-05:00,1232227-20609625512,800000.0,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-1237839,ocds-dgv273-seacev3-1237839-2026-09-13T12:04:59.835685-05:00,1237839-20611610956,87000.0,PEN,Soles,2026-08-14T00:00:00-05:00
ocds-dgv273-seacev3-1233656,ocds-dgv273-seacev3-1233656-2026-09-13T12:04:59.763589-05:00,1233656-20600358627,226879.8,PEN,Soles,2026-08-20T00:00:00-05:00
