ocid,compiledRelease/id,compiledRelease/awards/0/id,compiledRelease/awards/0/value/amount,compiledRelease/awards/0/value/currency,compiledRelease/awards/0/value/currencyName,compiledRelease/awards/0/date
ocds-dgv273-seacev3-1226804,ocds-dgv273-seacev3-1226804-2026-09-18T10:23:07.658647-05:00,1226804-20465722119,576850.0,PEN,Soles,2026-08-25T00:00:00-05:00
ocds-dgv273-seacev3-1226804,ocds-dgv273-seacev3-1226804-2026-09-18T10:23:07.658647-05:00,1226804-20519365589,186420.0,PEN,Soles,2026-08-25T00:00:00-05:00
ocds-dgv273-seacev3-1226804,ocds-dgv273-seacev3-1226804-2026-09-18T10:23:07.658647-05:00,1226804-20613703111,575200.0,PEN,Soles,2026-08-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-10247-136,ocds-dgv273-seacev3-2026-10247-136-2026-09-18T10:23:07.604539-05:00,1227130-L0603769155,1010300.0,USD,Dólar Norteamericano,2026-08-14T00:00:00-05:00
ocds-dgv273-seacev3-1217318,ocds-dgv273-seacev3-1217318-2026-09-18T10:23:07.575976-05:00,1217318-20606134861,199388.24,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1225563,ocds-dgv273-seacev3-1225563-2026-09-18T10:23:07.481618-05:00,1225563-10106595807,172039.66,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1228486,ocds-dgv273-seacev3-1228486-2026-09-18T10:23:07.473426-05:00,1228486-20600449258,130200.0,PEN,Soles,2026-07-14T00:00:00-05:00
ocds-dgv273-seacev3-1228486,ocds-dgv273-seacev3-1228486-2026-09-18T10:23:07.473426-05:00,1228486-20602088864,126000.0,PEN,Soles,2026-08-17T00:00:00-05:00
ocds-dgv273-seacev3-1225838,ocds-dgv273-seacev3-1225838-2026-09-18T10:23:07.415635-05:00,1225838-10072064378,115000.0,PEN,Soles,2026-07-09T00:00:00-05:00
ocds-dgv273-seacev3-1220608,ocds-dgv273-seacev3-1220608-2026-09-18T10:23:07.384325-05:00,1220608-17334420418,939090.0,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1220608,ocds-dgv273-seacev3-1220608-2026-09-18T10:23:07.384325-05:00,1220608-20601792517,671190.0,PEN,Soles,2026-09-03T00:00:00-05:00
ocds-dgv273-seacev3-1224820,ocds-dgv273-seacev3-1224820-2026-09-18T10:23:07.370250-05:00,1224820-20555422441,88900.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1227179,ocds-dgv273-seacev3-1227179-2026-09-18T10:23:07.319859-05:00,1227179-10016870787,76900.0,PEN,Soles,2026-07-02T00:00:00-05:00
ocds-dgv273-seacev3-1221850,ocds-dgv273-seacev3-1221850-2026-09-18T10:23:07.281963-05:00,1221850-20601248647,703280.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1227690,ocds-dgv273-seacev3-1227690-2026-09-18T10:23:07.205004-05:00,1227690-20602481809,1536746.31,PEN,Soles,2026-08-31T00:00:00-05:00
ocds-dgv273-seacev3-1227259,ocds-dgv273-seacev3-1227259-2026-09-18T10:23:07.115918-05:00,1227259-20604293708,64750.0,PEN,Soles,2026-06-26T00:00:00-05:00
ocds-dgv273-seacev3-1229810,ocds-dgv273-seacev3-1229810-2026-09-18T10:23:02.662206-05:00,1229810-1813602,853247.41,PEN,Soles,2026-08-13T00:00:00-05:00
ocds-dgv273-seacev3-1241474,ocds-dgv273-seacev3-1241474-2026-09-18T10:23:02.339924-05:00,1241474-20603871911,284800.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1245712,ocds-dgv273-seacev3-1245712-2026-09-18T10:23:01.589825-05:00,1245712-10801596113,217000.0,PEN,Soles,2026-09-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-2409-63,ocds-dgv273-seacev3-2026-2409-63-2026-09-18T10:23:01.487941-05:00,1229332-20602162274,431633.0,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1247151,ocds-dgv273-seacev3-1247151-2026-09-18T10:22:56.744929-05:00,1247151-1828137,3710253.6,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1224586,ocds-dgv273-seacev3-1224586-2026-09-18T10:22:56.483114-05:00,1224586-20519753830,1294954.0,PEN,Soles,2026-08-20T00:00:00-05:00
ocds-dgv273-seacev3-1227570,ocds-dgv273-seacev3-1227570-2026-09-18T10:22:56.457245-05:00,1227570-1808397,1421478.83,PEN,Soles,2026-07-09T00:00:00-05:00
ocds-dgv273-seacev3-1228948,ocds-dgv273-seacev3-1228948-2026-09-18T10:22:56.431261-05:00,1228948-10205753317,1320000.0,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1228965,ocds-dgv273-seacev3-1228965-2026-09-18T10:22:56.363249-05:00,1228965-20610950290,284485.14,PEN,Soles,2026-07-14T00:00:00-05:00
ocds-dgv273-seacev3-1228122,ocds-dgv273-seacev3-1228122-2026-09-18T10:22:56.347676-05:00,1228122-20558566567,104680.0,PEN,Soles,2026-07-31T00:00:00-05:00
ocds-dgv273-seacev3-1228122,ocds-dgv273-seacev3-1228122-2026-09-18T10:22:56.347676-05:00,1228122-10471229500,107600.0,PEN,Soles,2026-09-08T00:00:00-05:00
ocds-dgv273-seacev3-1224861,ocds-dgv273-seacev3-1224861-2026-09-18T10:22:56.191810-05:00,1224861-1814551,2976845.4,PEN,Soles,2026-07-21T00:00:00-05:00
ocds-dgv273-seacev3-1229464,ocds-dgv273-seacev3-1229464-2026-09-18T10:22:56.149451-05:00,1229464-20601858615,146124.0,PEN,Soles,2026-07-06T00:00:00-05:00
ocds-dgv273-seacev3-1229026,ocds-dgv273-seacev3-1229026-2026-09-18T10:22:56.136484-05:00,1229026-1819339,4414190.28,PEN,Soles,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1222944,ocds-dgv273-seacev3-1222944-2026-09-18T10:22:56.042649-05:00,1222944-20305284174,95616.0,PEN,Soles,2026-09-01T00:00:00-05:00
ocds-dgv273-seacev3-1222944,ocds-dgv273-seacev3-1222944-2026-09-18T10:22:56.042649-05:00,1222944-20536598708,84500.0,PEN,Soles,2026-09-01T00:00:00-05:00
ocds-dgv273-seacev3-1222944,ocds-dgv273-seacev3-1222944-2026-09-18T10:22:56.042649-05:00,1222944-20607197955,444000.0,PEN,Soles,2026-09-01T00:00:00-05:00
ocds-dgv273-seacev3-2026-1645-4,ocds-dgv273-seacev3-2026-1645-4-2026-09-18T10:22:55.985592-05:00,1222004-20482849904,534933.36,PEN,Soles,2026-07-02T00:00:00-05:00
ocds-dgv273-seacev3-1227374,ocds-dgv273-seacev3-1227374-2026-09-18T10:22:55.969842-05:00,1227374-1817336,17763362.13,PEN,Nuevos Soles,2026-08-05T00:00:00-05:00
ocds-dgv273-seacev3-1227425,ocds-dgv273-seacev3-1227425-2026-09-18T10:22:55.955494-05:00,1227425-1805245,1488624.96,PEN,Soles,2026-06-24T00:00:00-05:00
ocds-dgv273-seacev3-1228059,ocds-dgv273-seacev3-1228059-2026-09-18T10:22:55.947758-05:00,1228059-20605536639,80345.0,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1225543,ocds-dgv273-seacev3-1225543-2026-09-18T10:22:55.932551-05:00,1225543-20535190080,300000.0,PEN,Soles,2026-06-26T00:00:00-05:00
ocds-dgv273-seacev3-1226831,ocds-dgv273-seacev3-1226831-2026-09-18T10:22:55.917299-05:00,1226831-20513590891,965711.4,PEN,Soles,2026-08-07T00:00:00-05:00
ocds-dgv273-seacev3-1224645,ocds-dgv273-seacev3-1224645-2026-09-18T10:22:55.799136-05:00,1224645-20100287791,15009934.629999999,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1224645,ocds-dgv273-seacev3-1224645-2026-09-18T10:22:55.799136-05:00,1224645-20255361695,23719072.95,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1224645,ocds-dgv273-seacev3-1224645-2026-09-18T10:22:55.799136-05:00,1224645-20271470381,5254200.0,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1224645,ocds-dgv273-seacev3-1224645-2026-09-18T10:22:55.799136-05:00,1224645-20347268683,19610122.0,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1224645,ocds-dgv273-seacev3-1224645-2026-09-18T10:22:55.799136-05:00,1224645-20536390201,15352000.0,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1224645,ocds-dgv273-seacev3-1224645-2026-09-18T10:22:55.799136-05:00,1224645-20600413571,1055396.5,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1224645,ocds-dgv273-seacev3-1224645-2026-09-18T10:22:55.799136-05:00,1224645-20613527134,21060765.75,PEN,Soles,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-200344-20,ocds-dgv273-seacev3-2026-200344-20-2026-09-18T10:22:51.791449-05:00,1228935-20418896915,550544.64,PEN,Soles,2026-09-01T00:00:00-05:00
ocds-dgv273-seacev3-1237756,ocds-dgv273-seacev3-1237756-2026-09-18T10:22:49.216150-05:00,1237756-1816600,922600.1,PEN,Soles,2026-07-31T00:00:00-05:00
ocds-dgv273-seacev3-1227676,ocds-dgv273-seacev3-1227676-2026-09-18T10:22:47.048719-05:00,1227676-20519658501,23669804.25,PEN,Soles,2026-08-14T00:00:00-05:00
ocds-dgv273-seacev3-1239483,ocds-dgv273-seacev3-1239483-2026-09-18T10:22:46.923823-05:00,1239483-20601431697,406800.0,PEN,Soles,2026-08-07T00:00:00-05:00
ocds-dgv273-seacev3-1222849,ocds-dgv273-seacev3-1222849-2026-09-18T10:22:45.178785-05:00,1222849-20520714457,77408.0,PEN,Soles,2026-08-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-2359-5,ocds-dgv273-seacev3-2026-2359-5-2026-09-18T10:22:45.113874-05:00,1222566-20606961261,124111.0,PEN,Soles,2026-06-23T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-10066420740,174510.2,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-10069915791,194143.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-10079174144,204838.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-10097039947,129522.5,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-10098254591,363918.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-10405679472,112089.6,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-20602500030,95214.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-20604170487,135468.53,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-20605408878,98952.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1219898,ocds-dgv273-seacev3-1219898-2026-09-18T10:22:45.084663-05:00,1219898-20611878215,136312.0,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1225513,ocds-dgv273-seacev3-1225513-2026-09-18T10:22:45.036091-05:00,1225513-20604367167,503000.0,PEN,Soles,2026-08-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-200191-69,ocds-dgv273-seacev3-2026-200191-69-2026-09-18T10:22:44.952197-05:00,1229142-20543693287,175850.0,PEN,Soles,2026-08-03T00:00:00-05:00
ocds-dgv273-seacev3-1242804,ocds-dgv273-seacev3-1242804-2026-09-18T10:22:44.931311-05:00,1242804-20100061474,27515109.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1228304,ocds-dgv273-seacev3-1228304-2026-09-18T10:22:44.869778-05:00,1228304-1810582,432698.63,PEN,Soles,2026-07-21T00:00:00-05:00
ocds-dgv273-seacev3-2026-2543-706,ocds-dgv273-seacev3-2026-2543-706-2026-09-18T10:22:44.783472-05:00,1227681-20100177341,1662100.8,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1228110,ocds-dgv273-seacev3-1228110-2026-09-18T10:22:44.766094-05:00,1228110-10445876190,213640.0,PEN,Soles,2026-07-16T00:00:00-05:00
ocds-dgv273-seacev3-1228110,ocds-dgv273-seacev3-1228110-2026-09-18T10:22:44.766094-05:00,1228110-10433171905,213840.0,PEN,Soles,2026-08-11T00:00:00-05:00
ocds-dgv273-seacev3-1228110,ocds-dgv273-seacev3-1228110-2026-09-18T10:22:44.766094-05:00,1228110-20532818690,227048.0,PEN,Soles,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-1227906,ocds-dgv273-seacev3-1227906-2026-09-18T10:22:44.753965-05:00,1227906-1823905,10886430.41,PEN,Soles,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-1224255,ocds-dgv273-seacev3-1224255-2026-09-18T10:22:44.730432-05:00,1224255-1805018,123500.0,PEN,Soles,2026-07-02T00:00:00-05:00
ocds-dgv273-seacev3-1227376,ocds-dgv273-seacev3-1227376-2026-09-18T10:22:44.698089-05:00,1227376-1808720,1660951.86,PEN,Soles,2026-07-07T00:00:00-05:00
ocds-dgv273-seacev3-1225083,ocds-dgv273-seacev3-1225083-2026-09-18T10:22:44.681092-05:00,1225083-1807827,1222200.0,PEN,Soles,2026-07-07T00:00:00-05:00
ocds-dgv273-seacev3-1224182,ocds-dgv273-seacev3-1224182-2026-09-18T10:22:44.662488-05:00,1224182-20610547134,355000.0,PEN,Soles,2026-08-07T00:00:00-05:00
ocds-dgv273-seacev3-1222135,ocds-dgv273-seacev3-1222135-2026-09-18T10:22:44.637890-05:00,1222135-20564407128,83100.0,PEN,Soles,2026-08-19T00:00:00-05:00
ocds-dgv273-seacev3-1221771,ocds-dgv273-seacev3-1221771-2026-09-18T10:22:44.610855-05:00,1221771-20492576787,273000.0,PEN,Soles,2026-06-26T00:00:00-05:00
ocds-dgv273-seacev3-1224355,ocds-dgv273-seacev3-1224355-2026-09-18T10:22:44.581131-05:00,1224355-1811599,128274.85,PEN,Soles,2026-08-04T00:00:00-05:00
ocds-dgv273-seacev3-1225664,ocds-dgv273-seacev3-1225664-2026-09-18T10:22:44.564741-05:00,1225664-20506336831,270000.0,PEN,Soles,2026-06-22T00:00:00-05:00
ocds-dgv273-seacev3-1223599,ocds-dgv273-seacev3-1223599-2026-09-18T10:22:44.534637-05:00,1223599-20493043073,484729.67,PEN,Soles,2026-06-23T00:00:00-05:00
ocds-dgv273-seacev3-1222613,ocds-dgv273-seacev3-1222613-2026-09-18T10:22:44.493669-05:00,1222613-1804770,9139181.83,PEN,Soles,2026-07-02T00:00:00-05:00
ocds-dgv273-seacev3-2026-10351-7,ocds-dgv273-seacev3-2026-10351-7-2026-09-18T10:22:44.467433-05:00,1223148-20601217024,184999.0,PEN,Soles,2026-06-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-10351-7,ocds-dgv273-seacev3-2026-10351-7-2026-09-18T10:22:44.467433-05:00,1223148-20539472390,223992.0,PEN,Soles,2026-07-30T00:00:00-05:00
ocds-dgv273-seacev3-1245883,ocds-dgv273-seacev3-1245883-2026-09-18T10:22:39.562098-05:00,1245883-20448752411,128980.0,PEN,Soles,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1244863,ocds-dgv273-seacev3-1244863-2026-09-18T10:22:39.213737-05:00,1244863-1824999,1232436.43,PEN,Soles,2026-08-26T00:00:00-05:00
ocds-dgv273-seacev3-1238205,ocds-dgv273-seacev3-1238205-2026-09-18T10:22:38.577249-05:00,1238205-10441957241,438750.0,PEN,Soles,2026-08-12T00:00:00-05:00
ocds-dgv273-seacev3-1247649,ocds-dgv273-seacev3-1247649-2026-09-18T10:22:37.771682-05:00,1247649-1828679,1454191.03,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1234785,ocds-dgv273-seacev3-1234785-2026-09-18T10:22:35.213045-05:00,1234785-1814504,347325.37,PEN,Soles,2026-08-05T00:00:00-05:00
ocds-dgv273-seacev3-1247631,ocds-dgv273-seacev3-1247631-2026-09-18T10:22:34.858532-05:00,1247631-1828672,659924.76,PEN,Soles,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-1236882,ocds-dgv273-seacev3-1236882-2026-09-18T10:22:34.187217-05:00,1236882-1819407,5149329.58,PEN,Soles,2026-08-18T00:00:00-05:00
ocds-dgv273-seacev3-2026-200283-13,ocds-dgv273-seacev3-2026-200283-13-2026-09-18T10:22:34.168174-05:00,1229864-1817835,687313.44,PEN,Soles,2026-08-24T00:00:00-05:00
ocds-dgv273-seacev3-1228716,ocds-dgv273-seacev3-1228716-2026-09-18T10:22:34.154116-05:00,1228716-20608527631,86777.0,PEN,Soles,2026-07-06T00:00:00-05:00
ocds-dgv273-seacev3-1225886,ocds-dgv273-seacev3-1225886-2026-09-18T10:22:33.819161-05:00,1225886-1806078,1173041.34,PEN,Soles,2026-06-26T00:00:00-05:00
ocds-dgv273-seacev3-1222374,ocds-dgv273-seacev3-1222374-2026-09-18T10:22:33.775489-05:00,1222374-20110072873,98413.2,PEN,Soles,2026-06-25T00:00:00-05:00
ocds-dgv273-seacev3-1227859,ocds-dgv273-seacev3-1227859-2026-09-18T10:22:33.686736-05:00,1227859-20603391382,2148742.15,PEN,Soles,2026-08-24T00:00:00-05:00
ocds-dgv273-seacev3-1227930,ocds-dgv273-seacev3-1227930-2026-09-18T10:22:33.671229-05:00,1227930-20600588479,241500.0,PEN,Soles,2026-09-02T00:00:00-05:00
ocds-dgv273-seacev3-1229204,ocds-dgv273-seacev3-1229204-2026-09-18T10:22:33.658408-05:00,1229204-20501887286,6873636.0,PEN,Soles,2026-08-13T00:00:00-05:00
ocds-dgv273-seacev3-2026-1314-3,ocds-dgv273-seacev3-2026-1314-3-2026-09-18T10:22:33.620683-05:00,1229200-20606811510,2298929.1,PEN,Soles,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1238174,ocds-dgv273-seacev3-1238174-2026-09-18T10:22:33.604390-05:00,1238174-20600235118,1061540.0,PEN,Soles,2026-08-21T00:00:00-05:00
ocds-dgv273-seacev3-1222459,ocds-dgv273-seacev3-1222459-2026-09-18T10:22:33.588977-05:00,1222459-10451664765,75000.0,PEN,Soles,2026-06-19T00:00:00-05:00
ocds-dgv273-seacev3-1224075,ocds-dgv273-seacev3-1224075-2026-09-18T10:22:33.549612-05:00,1224075-1808097,203677.29,PEN,Soles,2026-08-03T00:00:00-05:00
ocds-dgv273-seacev3-1226762,ocds-dgv273-seacev3-1226762-2026-09-18T10:22:33.532760-05:00,1226762-1808552,2097447.79,PEN,Soles,2026-07-10T00:00:00-05:00
ocds-dgv273-seacev3-1229049,ocds-dgv273-seacev3-1229049-2026-09-18T10:22:33.513382-05:00,1229049-1828038,12447362.8,PEN,Soles,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1222957,ocds-dgv273-seacev3-1222957-2026-09-18T10:22:33.479438-05:00,1222957-10483739805,18000.0,PEN,Soles,2026-06-24T00:00:00-05:00
ocds-dgv273-seacev3-1228611,ocds-dgv273-seacev3-1228611-2026-09-18T10:22:33.431513-05:00,1228611-20607986062,65000.0,PEN,Soles,2026-07-01T00:00:00-05:00
ocds-dgv273-seacev3-2026-2359-3,ocds-dgv273-seacev3-2026-2359-3-2026-09-18T10:22:33.416744-05:00,1222314-20100295891,112536.6,PEN,Soles,2026-06-18T00:00:00-05:00
ocds-dgv273-seacev3-2026-10450-6,ocds-dgv273-seacev3-2026-10450-6-2026-09-18T10:22:33.366560-05:00,1226666-20565506073,79437.5,PEN,Soles,2026-07-03T00:00:00-05:00
ocds-dgv273-seacev3-1229277,ocds-dgv273-seacev3-1229277-2026-09-18T10:22:33.284866-05:00,1229277-10429062727,223000.0,PEN,Soles,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1229032,ocds-dgv273-seacev3-1229032-2026-09-18T10:22:33.267321-05:00,1229032-20100070031,1060800.0,PEN,Soles,2026-08-20T00:00:00-05:00
ocds-dgv273-seacev3-2026-399-71,ocds-dgv273-seacev3-2026-399-71-2026-09-18T10:22:33.232486-05:00,1215743-1806723,3823852.82,PEN,Soles,2026-08-14T00:00:00-05:00
